sn,location_raw,latitude,longitude,PH,EC,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,SO4,NO3,F,U_ppb,sample_date,NDVI,NDWI,Distance_to_Industry_km,Industrial_flag,hotspot_label,rain_actual_24h,rain_normal_24h,rain_pdn
735.0,Salem Mallur1,11.5375,78.1458,7.18,2190.0,710.0,124.0,97.0,138.0,27.0,0.0,586.0,320.0,72.0,117.0,0.99,6.33,2022-05-01,0.466,0.293,55.75,0,2,4.4,6.9,-36.23
736.0,Salem Mamudi,11.5325,78.0517,7.74,3110.0,750.0,116.0,112.0,323.0,159.0,0.0,458.0,625.0,143.0,143.0,0.37,4.37,2022-05-01,0.351,0.292,56.78,0,2,10.4,8.6,20.93
737.0,Salem Masilapalayam dw,11.8089,77.7889,7.8,916.0,400.0,80.0,49.0,22.0,3.0,0.0,256.0,114.0,58.0,56.0,1.32,0.16,2022-05-01,0.714,0.322,43.71,0,2,12.2,21.0,-41.9
738.0,Salem Mecheri,12.8111,79.3972,7.47,2380.0,850.0,88.0,153.0,188.0,2.0,0.0,567.0,447.0,51.0,164.0,1.04,0.07,2022-05-01,0.375,0.374,21.32,0,2,4.9,18.6,-73.66
739.0,Salem Muttur (Karumalikoodal)dw,11.8075,77.8297,7.53,906.0,400.0,72.0,54.0,48.0,2.0,0.0,305.0,135.0,77.0,15.0,1.84,3.56,2022-05-01,0.672,0.463,46.58,0,2,1.2,15.9,-92.45
740.0,Salem Naikarapatty dw,11.6219,78.1061,7.74,3520.0,730.0,96.0,119.0,416.0,23.0,0.0,842.0,667.0,126.0,43.0,1.81,2.6,2022-05-01,0.407,0.089,57.3,0,2,7.8,14.5,-46.21
741.0,Salem Nangavalli,11.7583,77.8958,7.91,504.0,230.0,44.0,29.0,9.0,5.0,0.0,159.0,71.0,29.0,6.0,0.65,1.11,2022-05-01,0.364,0.478,48.52,0,0,4.7,23.4,-79.91
742.0,Salem Omalur,11.7458,78.7458,7.4,3390.0,670.0,240.0,17.0,393.0,16.0,0.0,653.0,504.0,185.0,270.0,0.65,0.6,2022-05-01,0.424,0.249,15.03,0,2,4.4,6.5,-32.31
743.0,Salem P.Goundanpalyam,11.4667,78.4825,7.72,975.0,230.0,44.0,29.0,65.0,78.0,0.0,293.0,142.0,36.0,29.0,0.49,0.26,2022-05-01,0.311,-0.046,32.0,0,1,19.2,10.6,81.13
744.0,Salem P.N.Palayam1,11.6472,78.5125,7.46,1762.0,680.0,108.0,100.0,71.0,2.0,0.0,299.0,320.0,100.0,63.0,0.5,1.33,2022-05-01,0.623,-0.059,13.97,0,2,12.3,12.0,2.5
745.0,Salem Palampatti,11.5694,78.0722,7.35,4450.0,1130.0,220.0,141.0,452.0,21.0,0.0,482.0,1122.0,127.0,234.0,1.68,4.8,2022-05-01,0.452,0.134,59.42,0,2,11.1,20.6,-46.12
746.0,Salem Panaimadal,11.7185,78.4755,7.62,1760.0,600.0,76.0,100.0,140.0,15.0,0.0,433.0,227.0,236.0,65.0,0.84,2.67,2022-05-01,0.263,0.449,15.18,0,2,8.3,24.9,-66.67
747.0,Salem Panamarathupatti2,11.5903,78.1931,7.45,2940.0,800.0,108.0,129.0,277.0,4.0,0.0,482.0,540.0,197.0,127.0,1.81,0.72,2022-05-01,0.73,0.395,48.83,0,2,8.6,9.8,-12.24
748.0,Salem Papparapatty,11.3131,78.0337,7.52,2480.0,770.0,208.0,61.0,204.0,3.0,0.0,549.0,376.0,115.0,215.0,0.4,0.59,2022-05-01,0.369,0.452,58.61,0,2,10.8,22.5,-52.0
749.0,Salem Ponnammapet dw,11.6642,78.1772,7.3,1006.0,410.0,68.0,58.0,62.0,3.0,0.0,323.0,163.0,20.0,26.0,0.96,0.37,2022-05-01,0.48,0.262,48.73,0,1,13.9,21.6,-35.65
750.0,Salem Pulaveri,11.6083,78.1083,7.02,7830.0,1420.0,240.0,199.0,1132.0,165.0,0.0,549.0,2279.0,225.0,174.0,0.91,1.73,2022-05-01,0.735,0.208,57.38,0,2,14.0,9.5,47.37
751.0,Salem Puthur dw,11.6264,78.7833,7.27,3370.0,1130.0,264.0,114.0,143.0,4.0,0.0,275.0,611.0,323.0,143.0,1.02,0.0,2022-05-01,0.537,0.003,21.88,0,2,3.4,13.0,-73.85
752.0,Salem S.K.Garden Nathimedi,11.6392,78.125,7.52,1640.0,620.0,92.0,95.0,68.0,2.0,0.0,409.0,220.0,126.0,55.0,0.66,0.0,2022-05-01,0.182,0.13,54.88,0,2,10.0,13.2,-24.24
753.0,Salem Salem Bankhouse,11.6667,78.1583,7.46,1492.0,630.0,120.0,80.0,93.0,3.0,0.0,512.0,185.0,134.0,29.0,0.89,0.0,2022-05-01,0.758,0.204,50.77,0,1,8.2,24.6,-66.67
754.0,Salem Salem surviellance,11.6594,78.1664,7.83,3350.0,750.0,72.0,139.0,467.0,6.0,0.0,769.0,717.0,172.0,9.0,1.98,0.63,2022-05-01,0.539,-0.038,49.99,0,2,17.4,8.6,102.33
755.0,Salem Samudram pz,11.7472,77.9306,7.82,2290.0,490.0,52.0,88.0,316.0,26.0,0.0,543.0,270.0,385.0,65.0,1.4,3.37,2022-05-01,0.334,0.054,51.04,0,2,12.6,21.0,-40.0
756.0,Salem Sankagiri (V.N.Palayam),11.4775,77.8753,7.94,1532.0,330.0,60.0,44.0,98.0,143.0,0.0,488.0,206.0,60.0,3.0,1.05,0.68,2022-05-01,0.197,0.319,37.21,0,1,10.7,11.7,-8.55
757.0,Salem Sendarpatti,11.4375,78.5,7.42,1268.0,350.0,88.0,32.0,77.0,72.0,0.0,403.0,156.0,72.0,54.0,0.66,0.27,2022-05-01,0.656,0.415,34.17,0,2,2.3,19.6,-88.27
758.0,Salem Sevantampatti,11.5583,78.0917,7.38,8870.0,1330.0,64.0,285.0,1524.0,15.0,0.0,122.0,2471.0,655.0,34.0,1.78,6.46,2022-05-01,0.534,0.599,60.63,0,2,12.1,13.4,-9.7
759.0,Salem Shasan chavadi,11.3919,78.2018,7.46,2570.0,870.0,152.0,119.0,134.0,1.0,0.0,305.0,582.0,162.0,36.0,0.71,4.3,2022-05-01,0.473,0.553,58.6,0,1,2.3,16.6,-86.14
760.0,Salem Sivadapuram dw,11.6472,78.1092,7.75,3960.0,1070.0,56.0,226.0,371.0,15.0,0.0,1025.0,689.0,207.0,3.0,1.16,0.51,2022-05-01,0.726,0.35,56.47,0,2,6.7,21.7,-69.12
761.0,Salem Thalaivasal1,11.5833,78.7583,7.87,1432.0,410.0,52.0,68.0,105.0,3.0,0.0,336.0,249.0,68.0,12.0,0.54,12.07,2022-05-01,0.652,0.195,22.53,0,0,2.9,21.1,-86.26
762.0,Salem Thandavarayapuram dw,11.5903,78.5558,7.24,2840.0,870.0,172.0,107.0,172.0,1.0,0.0,262.0,639.0,154.0,108.0,0.45,7.1,2022-05-01,0.206,0.345,16.12,0,2,13.8,22.3,-38.12
763.0,Salem Tivettipatti,11.8667,78.0875,8.05,3270.0,620.0,56.0,117.0,504.0,4.0,0.0,696.0,476.0,180.0,172.0,1.44,1.08,2022-05-01,0.318,0.45,60.34,0,2,4.1,6.2,-33.87
764.0,Salem Vedukathampatty dw,11.6528,78.0819,7.58,2370.0,750.0,40.0,158.0,243.0,5.0,0.0,549.0,433.0,151.0,101.0,1.63,2.71,2022-05-01,0.274,-0.017,59.38,0,2,7.8,18.8,-58.51
765.0,Salem Veerapandi dw,11.5736,78.0728,7.85,5400.0,1030.0,76.0,204.0,849.0,15.0,0.0,714.0,1314.0,218.0,84.0,1.41,3.7,2022-05-01,0.621,0.187,59.55,0,2,17.9,7.8,129.49
766.0,Salem Veppampoondi,11.5344,78.7558,7.89,846.0,360.0,40.0,63.0,13.0,1.0,0.0,201.0,135.0,43.0,13.0,0.18,0.39,2022-05-01,0.123,0.488,26.42,0,0,4.1,13.3,-69.17
767.0,Salem Veraganur dw,11.4753,78.7361,7.96,2590.0,460.0,36.0,90.0,238.0,168.0,0.0,427.0,440.0,182.0,116.0,0.75,0.0,2022-05-01,0.499,0.169,30.86,0,2,10.2,16.0,-36.25
768.0,Salem Yercaud,11.7833,78.2111,7.82,346.0,150.0,28.0,19.0,17.0,4.0,0.0,61.0,64.0,27.0,23.0,0.17,0.0,2022-05-01,0.634,0.3,44.99,0,1,8.4,13.1,-35.88
769.0,Sivaganag Devakottai Dw,9.9609,78.6669,6.88,402.0,94.0,28.0,5.8,40.0,4.0,0.0,67.0,60.0,17.0,35.0,0.22,0.0,2022-05-01,0.714,0.311,31.36,0,1,0.4,15.4,-97.4
770.0,Sivaganga Alangudi Dw,10.3639,78.9817,8.13,886.0,155.0,46.0,9.7,108.0,20.0,0.0,128.0,178.0,48.0,23.0,0.31,0.36,2022-05-01,0.339,0.029,34.53,0,1,15.9,24.9,-36.14
771.0,Sivaganga Gandharvakottai Dw,10.5724,79.0152,7.36,1287.0,340.0,88.0,29.0,122.0,8.0,0.0,244.0,270.0,50.0,43.0,0.34,0.53,2022-05-01,0.675,0.154,25.73,0,1,1.4,7.7,-81.82
772.0,Sivaganga Kattumavadi DW,10.1373,79.2226,7.4,1833.0,340.0,64.0,44.0,262.0,15.0,0.0,342.0,434.0,61.0,0.0,0.36,0.62,2022-05-01,0.177,0.134,42.79,0,1,9.5,18.5,-48.65
773.0,Sivaganga Keeranur DW,10.5715,78.7844,7.87,2490.0,320.0,48.0,49.0,322.0,128.0,0.0,573.0,398.0,140.0,13.0,1.34,2.68,2022-05-01,0.693,-0.082,11.26,0,1,11.2,12.9,-13.18
774.0,Sivaganga Manamalkudi DW,10.0393,79.2309,7.58,1870.0,420.0,84.0,51.0,192.0,36.0,0.0,500.0,270.0,140.0,4.0,0.38,2.63,2022-05-01,0.189,-0.083,53.61,0,1,12.6,7.7,63.64
775.0,Sivaganga Nadumanaikadu Dw,9.278,79.0844,7.87,1616.0,510.0,24.0,109.0,160.0,4.0,0.0,610.0,228.0,56.0,0.0,2.62,3.34,2022-05-01,0.378,0.482,30.86,0,2,13.8,8.2,68.29
776.0,Sivaganga Paniyapatti PZ,10.3126,78.6778,7.24,1724.0,520.0,72.0,83.0,119.0,4.0,0.0,317.0,306.0,62.0,114.0,1.17,84.04,2022-05-01,0.658,0.091,19.8,0,2,5.1,24.0,-78.75
777.0,Sivaganga Rameswaram DW,9.2884,79.3204,7.96,4690.0,720.0,72.0,131.0,543.0,249.0,0.0,878.0,853.0,398.0,49.0,0.52,19.96,2022-05-01,0.205,0.263,56.65,0,2,0.2,22.6,-99.12
778.0,Sivaganga Sampathi Vidhiti Dw,10.4332,78.9778,7.43,622.0,210.0,40.0,27.0,42.0,6.0,0.0,183.0,96.0,18.0,1.0,0.34,0.22,2022-05-01,0.26,0.109,31.74,0,0,14.5,23.1,-37.23
779.0,Sivaganga Sivagangai DW,9.8527,78.4985,7.46,1171.0,260.0,56.0,29.0,172.0,7.0,0.0,403.0,171.0,101.0,0.0,1.62,1.64,2022-05-01,0.606,0.558,31.04,0,2,10.7,24.8,-56.85
780.0,Sivaganga Thirupattur Bw,10.109,78.5919,7.81,2440.0,220.0,24.0,39.0,426.0,2.0,0.0,732.0,398.0,54.0,12.0,0.82,14.93,2022-05-01,0.604,0.082,16.69,0,1,16.7,9.2,81.52
781.0,Sivaganga Thondi DW,9.7365,79.0174,6.75,790.0,95.0,26.0,7.3,130.0,24.0,0.0,207.0,100.0,49.0,9.0,0.76,2.32,2022-05-01,0.549,0.201,63.7,0,0,16.4,12.1,35.54
782.0,Sivaganga Tiruvengamputhur DW,9.8304,78.7858,7.45,5700.0,1020.0,128.0,170.0,791.0,121.0,0.0,622.0,1266.0,356.0,192.0,0.45,63.86,2022-05-01,0.586,0.511,50.39,0,2,16.9,18.4,-8.15
783.0,Sivaganga Annanagar DW,9.1179,78.6418,7.24,1541.0,500.0,92.0,66.0,125.0,7.0,0.0,244.0,299.0,186.0,6.0,0.59,2.66,2022-05-01,0.48,0.489,21.51,0,1,9.7,14.7,-34.01
784.0,Sivaganga Kalayarkoil DW,9.8467,78.6344,7.01,3080.0,780.0,192.0,73.0,323.0,7.0,0.0,220.0,796.0,86.0,5.0,0.48,3.86,2022-05-01,0.276,0.03,38.27,0,2,6.7,13.4,-50.0
785.0,Sivaganga Manamadurai DW,9.6946,78.4514,7.76,1165.0,300.0,32.0,54.0,144.0,6.0,0.0,415.0,164.0,38.0,1.0,0.92,2.0,2022-05-01,0.342,0.462,12.84,0,0,15.8,12.2,29.51
786.0,Sivaganga Manamadurai Pz,9.701,78.4597,7.0,3520.0,1320.0,368.0,97.0,113.0,5.0,0.0,244.0,1010.0,29.0,36.0,0.44,3.04,2022-05-01,0.227,0.221,13.89,0,2,9.0,16.9,-46.75
787.0,Thanjavur Icchankottai1,10.65,79.1778,7.32,229.0,90.0,32.0,2.0,18.0,1.0,0.0,49.0,36.0,50.0,2.0,0.1,0.0,2022-05-01,0.736,0.238,16.31,0,0,3.7,16.5,-77.58
788.0,Thanjavur Kumbakonam1,10.975,79.3917,7.62,1653.0,370.0,52.0,58.0,155.0,79.0,0.0,439.0,320.0,54.0,2.0,0.29,1.79,2022-05-01,0.508,-0.007,52.71,0,1,17.1,8.2,108.54
789.0,Thanjavur Lower Anaicut,11.125,79.4542,7.4,1712.0,540.0,68.0,90.0,153.0,3.0,0.0,531.0,312.0,63.0,2.0,0.41,3.87,2022-05-01,0.381,-0.044,70.69,0,1,17.7,14.4,22.92
790.0,Thanjavur Madigai,10.715,78.2055,7.54,455.0,230.0,36.0,34.0,22.0,2.0,0.0,122.0,85.0,73.0,1.0,0.44,0.22,2022-05-01,0.423,0.41,34.15,0,0,9.3,16.1,-42.24
791.0,Thanjavur Narsinganpettai,11.0167,79.5056,7.68,1247.0,500.0,72.0,78.0,70.0,1.0,0.0,366.0,227.0,60.0,2.0,0.49,0.0,2022-05-01,0.763,0.248,61.84,0,0,1.5,16.4,-90.85
792.0,Thanjavur Papanasam,10.925,79.275,7.48,561.0,270.0,28.0,49.0,31.0,2.0,0.0,159.0,121.0,42.0,8.0,0.39,0.0,2022-05-01,0.207,0.206,44.84,0,0,7.8,9.2,-15.22
793.0,Thanjavur Pattukottai1,10.425,79.3,7.44,1587.0,500.0,88.0,68.0,100.0,36.0,0.0,390.0,298.0,62.0,6.0,0.53,2.15,2022-05-01,0.51,0.411,12.12,0,1,16.1,19.8,-18.69
794.0,Thanjavur Puduchataram,10.8542,78.9517,7.68,856.0,350.0,48.0,56.0,56.0,2.0,0.0,238.0,170.0,54.0,14.0,0.31,1.15,2022-05-01,0.454,0.436,19.45,0,0,18.0,5.5,227.27
795.0,Thanjavur Pulavamatham,10.8542,79.2103,7.54,1026.0,490.0,80.0,71.0,34.0,2.0,0.0,305.0,185.0,52.0,51.0,0.35,1.42,2022-05-01,0.528,0.011,37.15,0,2,4.1,12.1,-66.12
796.0,Thanjavur T Budalur,10.7667,78.9972,7.34,1986.0,850.0,152.0,114.0,62.0,3.0,0.0,268.0,547.0,57.0,18.0,0.33,9.45,2022-05-01,0.113,0.327,22.72,0,1,1.3,20.6,-93.69
797.0,Thanjavur Thanjavur,10.775,79.1083,7.65,1352.0,390.0,76.0,49.0,88.0,71.0,0.0,384.0,227.0,54.0,3.0,0.52,1.97,2022-05-01,0.71,-0.005,32.18,0,0,17.5,16.3,7.36
798.0,Thanjavur Thirukarukuvur,10.8667,79.2833,7.69,1980.0,480.0,80.0,68.0,264.0,1.0,0.0,586.0,355.0,71.0,30.0,0.87,4.81,2022-05-01,0.752,0.426,38.46,0,1,7.8,10.2,-23.53
799.0,Thanjavur Thiruvilapatti,10.7339,78.8711,7.56,1595.0,460.0,72.0,68.0,199.0,2.0,0.0,299.0,412.0,69.0,5.0,0.71,2.21,2022-05-01,0.496,0.36,10.07,0,1,10.8,18.9,-42.86
800.0,Thanjavur Vaduvakudi,10.8781,79.0356,7.6,1527.0,600.0,72.0,102.0,82.0,34.0,0.0,549.0,256.0,65.0,8.0,0.72,1.41,2022-05-01,0.588,0.57,29.05,0,1,19.4,16.3,19.02
801.0,Thanjavur Vallam,10.7183,79.0625,7.23,992.0,340.0,68.0,41.0,86.0,19.0,0.0,232.0,220.0,81.0,9.0,0.26,0.0,2022-05-01,0.746,-0.052,29.03,0,0,1.3,20.9,-93.78
802.0,Theni A.Vadipatti pz,10.0958,77.6881,7.89,1006.0,280.0,36.0,46.0,119.0,2.0,0.0,390.0,121.0,78.0,2.0,0.47,0.26,2022-05-01,0.595,-0.06,10.18,0,0,13.0,19.7,-34.01
803.0,Theni Appipatti alagapuri,9.81,77.41,7.06,582.0,215.0,44.0,26.0,28.0,5.0,0.0,207.0,57.0,20.0,28.0,0.83,0.28,2022-05-01,0.207,0.098,20.16,0,1,1.5,17.2,-91.28
804.0,Theni Balakombai pz,9.9036,77.6233,7.7,950.0,405.0,46.0,70.0,55.0,0.0,0.0,433.0,32.0,54.0,62.0,2.64,1.96,2022-05-01,0.503,0.083,22.34,0,2,7.5,14.8,-49.32
805.0,Theni Bodinaickanur dw,10.0989,77.5717,7.67,1886.0,430.0,48.0,75.0,301.0,11.0,0.0,671.0,178.0,100.0,119.0,2.36,2.41,2022-05-01,0.525,0.073,22.97,0,2,16.1,7.7,109.09
806.0,Theni Cumbum,9.7417,77.2847,7.7,1700.0,130.0,12.0,24.0,346.0,43.0,0.0,854.0,78.0,50.0,1.0,7.6,8.9,2022-05-01,0.397,0.534,16.47,0,2,8.7,10.2,-14.71
807.0,Theni Devadanapatti,10.1528,77.6583,7.26,1790.0,550.0,76.0,88.0,135.0,104.0,0.0,878.0,149.0,32.0,11.0,0.83,3.74,2022-05-01,0.616,0.075,14.01,0,1,19.9,13.4,48.51
808.0,Theni Dumbacheri pz,9.9586,77.3911,7.35,476.0,168.0,39.0,17.0,33.0,4.0,0.0,220.0,33.0,16.0,6.0,1.4,0.53,2022-05-01,0.754,0.09,21.61,0,1,11.2,17.0,-34.12
809.0,Theni Erasakkanaayakanur,9.925,77.5417,6.61,400.0,132.0,30.0,14.0,22.0,4.0,0.0,51.0,68.0,15.0,52.0,0.0,0.28,2022-05-01,0.748,0.432,23.79,0,2,6.4,15.3,-58.17
810.0,Theni Gandamanur,9.9183,77.5217,7.49,2440.0,740.0,136.0,97.0,247.0,31.0,0.0,561.0,341.0,125.0,213.0,1.34,0.93,2022-05-01,0.416,0.215,23.38,0,2,4.4,10.8,-59.26
811.0,Theni Gandamanur pz,9.5509,77.3057,7.6,1650.0,610.0,132.0,68.0,92.0,6.0,0.0,317.0,284.0,43.0,174.0,0.96,2.49,2022-05-01,0.179,0.444,33.65,0,2,7.0,5.1,37.25
812.0,Theni Ganguvarpatti pz,10.1669,77.6944,7.29,700.0,300.0,32.0,54.0,24.0,0.0,0.0,366.0,28.0,18.0,1.0,0.58,0.79,2022-05-01,0.789,-0.054,11.04,0,0,7.5,14.9,-49.66
813.0,Theni Kadamalaikundu pz,9.8072,77.5031,7.62,1237.0,480.0,72.0,73.0,103.0,16.0,0.0,488.0,107.0,65.0,68.0,0.74,7.0,2022-05-01,0.687,0.241,12.5,0,2,1.4,10.7,-86.92
814.0,Theni Kamayagoundanpatti pz,9.7367,77.3169,7.57,1694.0,510.0,20.0,112.0,158.0,10.0,0.0,549.0,185.0,66.0,166.0,0.81,3.75,2022-05-01,0.187,-0.076,18.85,0,2,7.4,19.7,-62.44
815.0,Theni Kodangipatti,9.9917,77.4361,7.6,1400.0,260.0,56.0,29.0,131.0,172.0,0.0,512.0,107.0,60.0,94.0,0.6,0.33,2022-05-01,0.745,-0.056,27.73,0,2,9.3,5.5,69.09
816.0,Theni Kodangipatti pz,9.9917,77.4306,7.69,2053.0,460.0,40.0,88.0,327.0,6.0,0.0,622.0,213.0,225.0,61.0,2.08,10.26,2022-05-01,0.709,0.535,27.19,0,2,14.5,16.7,-13.17
817.0,Theni Koduvilarpatti pz,9.9719,77.4919,7.49,3790.0,1180.0,272.0,122.0,208.0,122.0,0.0,549.0,697.0,148.0,266.0,0.83,0.47,2022-05-01,0.463,-0.003,29.93,0,2,13.1,23.8,-44.96
818.0,Theni Kottur Pz,9.9061,77.4058,7.39,1545.0,520.0,32.0,107.0,97.0,19.0,0.0,464.0,228.0,50.0,21.0,0.7,1.82,2022-05-01,0.514,0.273,21.37,0,1,14.2,8.5,67.06
819.0,Theni M.Subbalapuram pz,9.9717,77.5564,7.46,1869.0,530.0,56.0,95.0,219.0,13.0,0.0,427.0,277.0,98.0,212.0,1.34,0.9,2022-05-01,0.379,0.188,28.87,0,2,0.2,14.4,-98.61
820.0,Theni Myladumparai dw,10.0989,77.5717,7.57,1548.0,470.0,64.0,75.0,156.0,0.0,0.0,561.0,121.0,100.0,31.0,0.54,2.65,2022-05-01,0.138,0.143,22.97,0,1,4.4,6.8,-35.29
821.0,Theni Okkaraipatti pz,9.9625,77.5694,7.36,1769.0,820.0,100.0,139.0,62.0,8.0,0.0,427.0,277.0,54.0,195.0,0.57,0.96,2022-05-01,0.335,0.53,27.85,0,2,13.2,17.5,-24.57
822.0,Theni Periyakulam,10.1208,77.55,7.41,3890.0,1080.0,200.0,141.0,457.0,2.0,0.0,939.0,740.0,192.0,105.0,1.23,10.19,2022-05-01,0.662,-0.085,25.34,0,2,9.7,16.0,-39.38
823.0,Theni Ramakrishnapuram pz,9.9392,77.3017,7.61,590.0,270.0,38.0,43.0,24.0,0.0,0.0,360.0,11.0,5.0,7.0,1.6,0.0,2022-05-01,0.103,0.365,11.99,0,2,0.1,13.1,-99.24
824.0,Theni Rathinanagar(Theni2),10.0278,77.475,7.43,974.0,275.0,54.0,34.0,103.0,7.0,0.0,336.0,121.0,39.0,5.0,0.68,2.58,2022-05-01,0.333,0.574,33.46,0,0,16.1,15.4,4.55
825.0,Theni Sankarapuram pz,9.9069,77.3297,7.43,4040.0,1300.0,120.0,243.0,347.0,10.0,0.0,378.0,896.0,315.0,144.0,0.9,0.34,2022-05-01,0.379,0.292,13.15,0,2,15.5,22.9,-32.31
826.0,Theni Seelampatti PZ,9.8742,77.3928,7.39,1713.0,560.0,36.0,114.0,116.0,22.0,0.0,488.0,220.0,110.0,122.0,0.47,1.69,2022-05-01,0.476,0.556,19.61,0,2,11.0,8.9,23.6
827.0,Theni Silverpatti,10.0713,77.3732,7.38,584.0,280.0,30.0,50.0,20.0,2.0,0.0,336.0,21.0,9.0,0.0,0.98,1.02,2022-05-01,0.744,-0.063,28.05,0,0,1.3,5.5,-76.36
828.0,Theni Silverpatti,10.0985,77.6125,7.4,1728.0,470.0,44.0,88.0,196.0,5.0,0.0,671.0,171.0,65.0,6.0,1.42,0.49,2022-05-01,0.342,0.193,18.46,0,1,15.3,22.2,-31.08
829.0,Theni Silverpatti,10.1123,77.6204,7.44,677.0,230.0,30.0,38.0,66.0,0.0,0.0,378.0,28.0,18.0,0.0,1.53,0.76,2022-05-01,0.343,0.082,17.51,0,2,11.7,16.5,-29.09
830.0,Theni Silverpatti,10.1333,77.6309,7.31,915.0,325.0,36.0,57.0,67.0,8.0,0.0,384.0,64.0,53.0,24.0,1.07,0.55,2022-05-01,0.616,0.412,16.49,0,1,15.6,22.8,-31.58
831.0,Theni Silverpatti,10.1384,77.6377,7.21,639.0,320.0,32.0,58.0,15.0,0.0,0.0,366.0,21.0,18.0,1.0,1.08,0.61,2022-05-01,0.417,0.587,15.84,0,1,15.0,16.9,-11.24
832.0,Theni T.Subbalapuram pz,10.0064,77.6547,7.39,796.0,365.0,76.0,43.0,26.0,2.0,0.0,274.0,96.0,70.0,15.0,0.55,0.07,2022-05-01,0.257,0.08,18.11,0,0,16.1,21.2,-24.06
833.0,Theni ThamminaickPatti pz,9.9164,77.2997,7.53,978.0,345.0,28.0,67.0,60.0,2.0,0.0,390.0,68.0,20.0,77.0,0.48,0.03,2022-05-01,0.417,0.358,10.44,0,2,10.4,13.6,-23.53
834.0,Theni Theni1,10.0042,77.2847,7.14,302.0,100.0,22.0,11.0,21.0,1.0,0.0,105.0,27.0,10.0,0.0,0.5,1.01,2022-05-01,0.199,0.039,16.4,0,0,2.8,20.0,-86.0
835.0,Theni Thevaram,9.8847,77.2847,7.35,714.0,220.0,26.0,38.0,57.0,4.0,0.0,366.0,28.0,21.0,24.0,0.75,0.0,2022-05-01,0.223,0.296,7.72,0,1,13.4,23.3,-42.49
836.0,Theni Thevaram pz,9.5348,77.1637,7.39,1002.0,360.0,36.0,66.0,61.0,3.0,0.0,317.0,100.0,12.0,112.0,0.43,0.0,2022-05-01,0.449,0.225,38.02,0,2,12.4,16.4,-24.39
837.0,Theni Uttamapalayam,9.8083,77.3333,6.57,160.0,46.0,15.0,1.9,10.0,3.0,0.0,68.0,10.0,4.0,0.0,0.13,0.36,2022-05-01,0.393,0.58,14.88,0,0,14.8,8.6,72.09
838.0,Theni Vadugapatti dw,10.0989,77.5717,7.4,941.0,260.0,26.0,47.0,114.0,2.0,0.0,470.0,53.0,22.0,2.0,1.3,3.89,2022-05-01,0.74,0.326,22.97,0,1,3.4,10.4,-67.31
839.0,Theni Varusandu pz,9.7358,77.5203,7.84,1263.0,460.0,44.0,85.0,99.0,4.0,0.0,464.0,121.0,125.0,0.0,0.93,2.1,2022-05-01,0.354,0.145,5.42,0,0,3.9,9.0,-56.67
840.0,Theni Veerapandi pz,9.9606,77.4467,7.14,427.0,146.0,31.0,16.0,22.0,5.0,0.0,195.0,24.0,10.0,2.0,0.82,0.31,2022-05-01,0.506,-0.02,27.37,0,0,17.8,9.9,79.8
841.0,Thiruvannamalai AKKUR,12.6844,79.6292,7.06,1276.0,150.0,44.0,10.0,221.0,4.0,0.0,427.0,156.0,51.3,8.0,0.62,0.72,2022-05-01,0.543,0.006,23.23,0,0,15.0,11.1,35.14
842.0,Thiruvannamalai Anandavadi,12.2583,78.6625,7.6,1260.0,400.0,92.0,41.0,135.0,2.0,0.0,561.0,121.0,18.0,2.0,1.38,1.3,2022-05-01,0.109,0.058,59.55,0,1,18.2,16.1,13.04
843.0,Thiruvannamalai Andampallam (Isukalikatteri) OW,12.0989,79.1694,7.58,1998.0,670.0,16.0,153.0,128.0,7.0,0.0,427.0,398.0,37.0,20.0,0.54,10.54,2022-05-01,0.564,0.076,30.46,0,1,15.2,16.8,-9.52
844.0,Thiruvannamalai Arani,12.35,79.35,7.57,1660.0,450.0,112.0,41.0,143.0,18.0,0.0,476.0,220.0,56.0,91.0,0.36,3.89,2022-05-01,0.225,0.495,19.72,0,2,11.9,13.5,-11.85
845.0,Thiruvannamalai Bagmarpet,12.5167,79.1333,7.63,870.0,290.0,96.0,12.0,56.0,1.0,0.0,390.0,50.0,12.0,48.0,0.96,1.57,2022-05-01,0.773,0.293,48.81,0,2,13.1,17.3,-24.28
846.0,Thiruvannamalai Chengam2,12.2917,78.7917,7.82,3900.0,1050.0,144.0,168.0,283.0,59.0,0.0,634.0,831.0,165.0,16.0,0.12,4.82,2022-05-01,0.204,0.266,66.08,0,2,17.8,6.6,169.7
847.0,Thiruvannamalai Chetpet1,12.4611,79.3583,7.23,2990.0,710.0,120.0,100.0,310.0,6.0,0.0,549.0,582.0,208.0,54.0,0.84,3.14,2022-05-01,0.39,-0.02,31.02,0,2,11.6,6.8,70.59
848.0,Thiruvannamalai Cheyyar2,12.6583,79.5333,6.62,1485.0,320.0,88.0,24.0,129.0,66.0,0.0,390.0,213.0,48.0,44.0,1.31,1.22,2022-05-01,0.16,0.502,25.7,0,1,12.6,8.4,50.0
849.0,Thiruvannamalai Eendal,12.4361,79.4181,7.86,700.0,250.0,52.0,29.0,79.0,4.0,0.0,403.0,57.0,28.0,3.0,0.54,0.1,2022-05-01,0.798,0.406,27.29,0,0,3.1,15.4,-79.87
